chr start end
chr1 180272300 180276300
chr1 180276350 180280350
chr1 180292400 180296400
chr1 180303150 180307150
chr1 180327600 180331600
chr1 180376700 180380700
chr1 180434900 180438900
chr1 180472850 180476850
chr1 180481900 180485900
chr1 180500000 180504000
chr1 180518200 180522200
chr1 180592950 180596950
chr1 180615400 180619400
chr1 180663000 180667000
chr1 180675700 180679700
chr1 180778800 180782800
chr1 180970800 180974800
chr1 181015750 181019750
chr1 181020500 181024500
chr1 181035600 181039600
chr1 181064500 181068500
chr1 181070450 181074450
chr1 181094900 181098900
chr1 181127400 181131400
chr1 181128800 181132800
chr1 181146000 181150000
chr1 181150200 181154200
chr1 181156100 181160100
chr1 181177550 181181550
chr1 181182700 181186700
chr1 181190000 181194000
chr1 181201250 181205250
chr1 181206350 181210350
chr1 181236600 181240600
chr1 181289500 181293500
chr1 181292700 181296700
chr1 181315100 181319100
chr1 181347800 181351800
chr1 181354400 181358400
chr1 181370100 181374100
chr1 181375100 181379100
chr1 181385600 181389600
chr1 181414550 181418550
chr1 181430750 181434750
chr1 181480400 181484400
chr1 181488500 181492500
chr1 181491800 181495800
chr1 181497050 181501050
chr1 181502300 181506300
chr1 181507500 181511500
chr1 181514800 181518800
chr1 181524300 181528300
chr1 181526600 181530600
chr1 181533100 181537100
chr1 181537900 181541900
chr1 181556100 181560100
chr1 181561500 181565500
chr1 181577550 181581550
chr1 181593300 181597300
chr1 181605300 181609300
chr1 181640600 181644600
chr1 181651750 181655750
chr1 181787800 181791800
chr1 181791300 181795300
chr1 181912200 181916200
chr1 181958400 181962400
chr1 182086900 182090900
chr1 182104300 182108300
chr1 182140550 182144550
chr1 182180350 182184350
chr1 182193300 182197300
chr1 182197400 182201400
chr1 182208350 182212350
chr1 182213250 182217250
chr1 182217700 182221700
chr1 182221300 182225300
chr1 182225700 182229700
chr1 182230400 182234400
chr1 182236600 182240600
chr1 182276200 182280200
chr1 182280000 182284000
chr1 182309900 182313900
chr1 182318900 182322900
chr1 182324100 182328100
chr1 182334150 182338150
chr1 182351100 182355100
chr1 182362150 182366150
chr1 182372700 182376700
chr1 182382900 182386900
chr1 182424400 182428400
chr1 182428400 182432400
chr1 182448000 182452000
chr1 182469700 182473700
chr1 182476300 182480300
chr1 182493300 182497300
chr1 182534100 182538100
chr1 182538300 182542300
chr1 182738050 182742050
chr1 182746100 182750100
chr1 182772700 182776700
chr1 182792100 182796100
chr1 182799200 182803200
chr1 182802900 182806900
chr1 182811600 182815600
chr1 182841550 182845550
chr1 182848100 182852100
chr1 182852000 182856000
chr1 182855800 182859800
chr1 182882200 182886200
chr1 182885900 182889900
chr1 182893000 182897000
chr1 182898200 182902200
chr1 182901000 182905000
chr1 182907750 182911750
chr1 182938200 182942200
chr1 182964100 182968100
chr1 182996300 183000300
chr1 183092650 183096650
chr1 183096500 183100500
chr1 183144300 183148300
chr1 183189100 183193100
chr1 183217500 183221500
chr1 183267200 183271200
chr1 183313400 183317400
chr1 183438800 183442800
chr1 183552900 183556900
chr1 183606700 183610700
chr1 183687350 183691350
chr1 183788900 183792900
chr1 183792400 183796400
chr1 183805500 183809500
chr1 183816600 183820600
chr1 183822000 183826000
chr1 183825500 183829500
chr1 183830000 183834000
chr1 183878500 183882500
chr1 183881900 183885900
chr1 183909250 183913250
chr1 183917250 183921250
chr1 183922050 183926050
chr1 183936300 183940300
chr1 183943500 183947500
chr1 183972900 183976900
chr1 183979800 183983800
chr1 183996900 184000900
chr1 184000000 184004000
chr1 184011800 184015800
chr1 184016300 184020300
chr1 184021200 184025200
chr1 184025800 184029800
chr1 184038400 184042400
chr1 184043300 184047300
chr1 184065400 184069400
chr1 184068300 184072300
chr1 184086500 184090500
chr1 184091750 184095750
chr1 184118900 184122900
chr1 184206500 184210500
chr1 184224700 184228700
chr1 184266150 184270150
chr1 184344700 184348700
chr1 184417450 184421450
chr1 184428200 184432200
chr1 184433900 184437900
chr1 184442000 184446000
chr1 184456550 184460550
chr1 184519600 184523600
chr1 184567500 184571500
chr1 184573300 184577300
chr1 184587100 184591100
chr1 184598400 184602400
chr1 184606650 184610650
chr1 184706700 184710700
chr1 184720500 184724500
chr1 184743700 184747700
chr1 184768000 184772000
chr1 184779400 184783400
chr1 184786200 184790200
chr1 184797400 184801400
chr1 184846800 184850800
chr1 184911600 184915600
chr1 185336500 185340500
chr1 185840600 185844600
chr1 185847100 185851100
chr1 185864600 185868600
chr1 185868300 185872300
chr1 186263100 186267100
chr1 186436800 186440800
chr1 186451000 186455000
chr1 186467000 186471000
chr1 186528100 186532100
chr1 186594100 186598100
chr1 186599100 186603100
chr1 186609000 186613000
chr1 186629600 186633600
chr1 186658900 186662900
chr1 186673700 186677700
chr1 186716800 186720800
chr1 186719400 186723400
chr1 186795100 186799100
chr1 186860100 186864100
chr1 186901400 186905400
chr1 186921450 186925450
chr1 187009400 187013400
chr1 187014200 187018200
chr1 187093500 187097500
chr1 187158000 187162000
chr1 187288600 187292600
chr1 187310100 187314100
chr1 187337500 187341500
chr1 187383900 187387900
chr1 187651600 187655600
chr1 187778350 187782350
chr1 187933700 187937700
chr1 188058850 188062850
chr1 188078050 188082050
chr1 188279800 188283800
chr1 188335350 188339350
chr1 188369100 188373100
chr1 188386250 188390250
chr1 188389100 188393100
chr1 188424100 188428100
chr1 188427700 188431700
chr1 188431600 188435600
chr1 188444150 188448150
chr1 188480200 188484200
chr1 188498800 188502800
chr1 188524200 188528200
chr1 188563950 188567950
chr1 188582000 188586000
chr1 188584600 188588600
chr1 188710100 188714100
chr1 188740500 188744500
chr1 188748500 188752500
chr1 188752050 188756050
chr1 188777150 188781150
chr1 188798500 188802500
chr1 188838000 188842000
chr1 188985500 188989500
chr1 188999700 189003700
chr1 189054800 189058800
chr1 189103400 189107400
chr1 189113800 189117800
chr1 189136100 189140100
chr1 189153600 189157600
chr1 189272600 189276600
chr1 189546100 189550100
chr1 189625750 189629750
chr1 189729800 189733800
chr1 189761200 189765200
chr1 190449700 190453700
chr1 190482450 190486450
chr1 190511400 190515400
chr1 190607000 190611000
chr1 190666100 190670100
chr1 190768350 190772350
chr1 190804800 190808800
chr1 190817100 190821100
chr1 190845100 190849100
chr1 190848100 190852100
chr1 190853100 190857100
chr1 190916400 190920400
chr1 190964100 190968100
chr1 191400200 191404200
chr1 191429350 191433350
chr1 191449800 191453800
chr1 191487100 191491100
chr1 191515600 191519600
chr1 191520700 191524700
chr1 191557400 191561400
chr1 191567800 191571800
chr1 191577600 191581600
chr1 191581000 191585000
chr1 191589600 191593600
chr1 191594000 191598000
chr1 191599200 191603200
chr1 191604300 191608300
chr1 191607500 191611500
chr1 191614200 191618200
chr1 191636900 191640900
chr1 191640500 191644500
chr1 191653300 191657300
chr1 191676300 191680300
chr1 191680200 191684200
chr1 191691100 191695100
chr1 191697000 191701000
chr1 191723800 191727800
chr1 191735600 191739600
chr1 191750700 191754700
chr1 191828900 191832900
chr1 191950150 191954150
chr1 191953300 191957300
chr1 192184700 192188700
chr1 192239200 192243200
chr1 192270150 192274150
chr1 192293700 192297700
chr1 192302800 192306800
chr1 192355950 192359950
chr1 192520700 192524700
chr1 192626550 192630550
chr1 192670700 192674700
chr1 192741200 192745200
chr1 192837300 192841300
chr1 192891400 192895400
chr1 192894300 192898300
chr1 192908650 192912650
chr1 192932900 192936900
chr1 192954600 192958600
chr1 192961200 192965200
chr1 193011800 193015800
chr1 193026700 193030700
chr1 193079300 193083300
chr1 193099500 193103500
chr1 193197500 193201500
chr1 193231400 193235400
chr1 193241650 193245650
chr1 193259450 193263450
chr1 193268200 193272200
chr1 193284200 193288200
chr1 193317100 193321100
chr1 193320100 193324100
chr1 193438000 193442000
chr1 193446800 193450800
chr1 193456600 193460600
chr1 193480700 193484700
chr1 193483500 193487500
chr1 193488400 193492400
chr1 193519550 193523550
chr1 193560300 193564300
chr1 193588900 193592900
chr1 193608000 193612000
chr1 193625300 193629300
chr1 193660200 193664200
chr1 193702100 193706100
chr1 193716100 193720100
chr1 193751600 193755600
chr1 193752700 193756700
chr1 193768300 193772300
chr1 193786000 193790000
chr1 193819600 193823600
chr1 194030000 194034000
chr1 194120500 194124500
chr1 194184150 194188150
chr1 194202700 194206700
chr1 194219500 194223500
chr1 194271550 194275550
chr1 194276800 194280800
chr1 194299100 194303100
chr1 194339400 194343400
chr1 194342600 194346600
chr1 194346000 194350000
chr1 194364300 194368300
chr1 194566800 194570800
chr1 194573800 194577800
chr1 194589100 194593100
chr1 194602600 194606600
chr1 194618000 194622000
chr1 194619400 194623400
chr1 194647300 194651300
chr1 194671600 194675600
chr1 194675100 194679100
chr1 194694600 194698600
chr1 194926600 194930600
chr1 194984700 194988700
chr1 195104800 195108800
chr1 195179100 195183100
chr1 195274800 195278800
chr1 195302100 195306100
chr1 195310600 195314600
chr1 195321350 195325350
chr1 195328800 195332800
chr1 195337300 195341300
chr1 195363700 195367700
chr1 195367900 195371900
chr1 195370200 195374200
chr1 195375500 195379500
chr1 195404000 195408000
chr1 195413900 195417900
chr1 195480700 195484700
chr1 195497000 195501000
chr1 195507000 195511000
chr1 195527200 195531200
chr1 195557000 195561000
chr1 195758400 195762400
chr1 195858050 195862050
chr1 195932850 195936850
chr1 196033400 196037400
chr1 196244200 196248200
chr1 196330450 196334450
chr1 196434600 196438600
chr1 196450800 196454800
chr1 196461800 196465800
chr1 196564200 196568200
chr1 196571150 196575150
chr1 196598800 196602800
chr1 196605100 196609100
chr1 196645300 196649300
chr1 196754200 196758200
chr1 196825500 196829500
chr1 196858100 196862100
chr2 3015000 3019000
chr2 3097100 3101100
chr2 3164400 3168400
chr2 3353000 3357000
chr2 3361900 3365900
chr2 3421250 3425250
chr2 3646000 3650000
chr2 3664500 3668500
chr2 4140700 4144700
chr2 4212800 4216800
chr2 4265000 4269000
chr2 4339700 4343700
chr2 4355800 4359800
chr2 4371900 4375900
chr2 4380550 4384550
chr2 4432550 4436550
chr2 4448300 4452300
chr2 4457400 4461400
chr2 4461600 4465600
chr2 4469100 4473100
chr2 4489600 4493600
chr2 4493750 4497750
chr2 4498800 4502800
chr2 4512800 4516800
chr2 4552200 4556200
chr2 4736500 4740500
chr2 4808500 4812500
chr2 4904250 4908250
chr2 4927300 4931300
chr2 4943900 4947900
chr2 4947300 4951300
chr2 4963450 4967450
chr2 4977800 4981800
chr2 4996250 5000250
chr2 5017600 5021600
chr2 5031100 5035100
chr2 5036400 5040400
chr2 5082050 5086050
chr2 5090300 5094300
chr2 5139000 5143000
chr2 5168800 5172800
chr2 5203200 5207200
chr2 5233900 5237900
chr2 5276350 5280350
chr2 5292000 5296000
chr2 5321400 5325400
chr2 5324300 5328300
chr2 5345800 5349800
chr2 5391700 5395700
chr2 5397950 5401950
chr2 5403700 5407700
chr2 5503700 5507700
chr2 5509500 5513500
chr2 5520250 5524250
chr2 5533400 5537400
chr2 5538000 5542000
chr2 5560450 5564450
chr2 5644100 5648100
chr2 5649600 5653600
chr2 5655200 5659200
chr2 5709000 5713000
chr2 5717400 5721400
chr2 5720800 5724800
chr2 5731000 5735000
chr2 5771200 5775200
chr2 5797000 5801000
chr2 5851050 5855050
chr2 5965800 5969800
chr2 5974200 5978200
chr2 5980600 5984600
chr2 5984100 5988100
chr2 5991600 5995600
chr2 5996000 6000000
chr2 5999700 6003700
chr2 6005200 6009200
chr2 6081000 6085000
chr2 6087300 6091300
chr2 6154200 6158200
chr2 6158600 6162600
chr2 6175400 6179400
chr2 6180200 6184200
chr2 6192550 6196550
chr2 6277200 6281200
chr2 6281900 6285900
chr2 6295600 6299600
chr2 6299000 6303000
chr2 6326900 6330900
chr2 6355700 6359700
chr2 6363600 6367600
chr2 6368700 6372700
chr2 6378700 6382700
chr2 6465600 6469600
chr2 6982700 6986700
chr2 7654200 7658200
chr2 9413700 9417700
chr2 9465200 9469200
chr2 9565850 9569850
chr2 9583100 9587100
chr2 9669900 9673900
chr2 9711800 9715800
chr2 9739000 9743000
chr2 9743300 9747300
chr2 9747000 9751000
chr2 9773300 9777300
chr2 9777100 9781100
chr2 9780200 9784200
chr2 9816850 9820850
chr2 9843100 9847100
chr2 9855600 9859600
chr2 9876000 9880000
chr2 9993400 9997400
chr2 9996200 10000200
chr2 10170600 10174600
chr2 10182600 10186600
chr2 10192700 10196700
chr2 10195700 10199700
chr2 10221300 10225300
chr2 10236000 10240000
chr2 10253750 10257750
chr2 10274500 10278500
chr2 10340800 10344800
chr2 10345300 10349300
chr2 10442500 10446500
chr2 10521850 10525850
chr2 10621400 10625400
chr2 10703700 10707700
chr2 10756100 10760100
chr2 11296100 11300100
chr2 11350100 11354100
chr2 11361400 11365400
chr2 11408900 11412900
chr2 11411900 11415900
chr2 11465400 11469400
chr2 11490600 11494600
chr2 11572400 11576400
chr2 11602800 11606800
chr2 12236300 12240300
chr2 12342900 12346900
chr2 12663800 12667800
chr2 12969100 12973100
chr2 12997000 13001000
chr2 13126700 13130700
chr2 13136100 13140100
chr2 13179250 13183250
chr2 13291200 13295200
chr2 13304600 13308600
chr2 13318900 13322900
chr2 13391100 13395100
chr2 13688200 13692200
chr2 13875600 13879600
chr2 14059300 14063300
chr2 14163800 14167800
chr2 14777800 14781800
chr2 14933800 14937800
chr2 14986700 14990700
chr2 15180600 15184600
chr2 15845300 15849300
chr2 15891800 15895800
chr2 16031600 16035600
chr2 16318400 16322400
chr2 16730350 16734350
chr2 16744100 16748100
chr2 17591200 17595200
chr2 17661200 17665200
chr2 17741700 17745700
chr2 17765550 17769550
chr2 17789350 17793350
chr2 17801400 17805400
chr2 17830150 17834150
chr2 17836900 17840900
chr2 17860600 17864600
chr2 17866700 17870700
chr2 17889500 17893500
chr2 17892100 17896100
chr2 17909600 17913600
chr2 17921900 17925900
chr2 17924700 17928700
chr2 18006600 18010600
chr2 18037350 18041350
chr2 18105400 18109400
chr2 18152400 18156400
chr2 18436000 18440000
chr2 18537700 18541700
chr2 18543300 18547300
chr2 18765500 18769500
chr2 18826300 18830300
chr2 18832200 18836200
chr2 18858250 18862250
chr2 18889500 18893500
chr2 18896500 18900500
chr2 19080950 19084950
chr2 19191200 19195200
chr2 19221100 19225100
chr2 19301100 19305100
chr2 19309500 19313500
chr2 19313400 19317400
chr2 19381700 19385700
chr2 19517550 19521550
chr2 19541700 19545700
chr2 19569100 19573100
chr2 19592200 19596200
chr2 20192250 20196250
chr2 20259700 20263700
chr2 20314500 20318500
chr2 20363800 20367800
chr2 20369200 20373200
chr2 20401900 20405900
chr2 20406000 20410000
chr2 20414550 20418550
chr2 20447500 20451500
chr2 20450200 20454200
chr2 20454450 20458450
chr2 20461800 20465800
chr2 20475200 20479200
chr2 20480600 20484600
chr2 20533200 20537200
chr2 20552200 20556200
chr2 20562650 20566650
chr2 20568900 20572900
chr2 20574500 20578500
chr2 20576900 20580900
chr2 20583700 20587700
chr2 20585200 20589200
chr2 20610200 20614200
chr2 20614100 20618100
chr2 20638900 20642900
chr2 20650400 20654400
chr2 20673000 20677000
chr2 20688200 20692200
chr2 20699000 20703000
chr2 20780400 20784400
chr2 20820000 20824000
chr2 20825100 20829100
chr2 20828000 20832000
chr2 20841700 20845700
chr2 20849000 20853000
chr2 20854000 20858000
chr2 20857100 20861100
chr2 20866200 20870200
chr2 20883750 20887750
chr2 20898150 20902150
chr2 20930500 20934500
chr2 20950400 20954400
chr2 21183000 21187000
chr2 21202400 21206400
chr2 21313500 21317500
chr2 21896600 21900600
chr2 21942300 21946300
chr2 21958500 21962500
chr2 21964100 21968100
chr2 22213950 22217950
chr2 22728100 22732100
chr2 22745900 22749900
chr2 22753850 22757850
chr2 22852200 22856200
chr2 22875700 22879700
chr2 23079000 23083000
chr2 23817400 23821400
chr2 23851200 23855200
chr2 23866800 23870800
chr2 24289300 24293300
chr2 24314300 24318300
chr2 24356800 24360800
chr2 24382400 24386400
chr2 24518100 24522100
chr2 24630300 24634300
chr2 24647400 24651400
chr2 24745700 24749700
chr2 24759050 24763050
chr2 24764300 24768300
chr2 24781800 24785800
chr2 24912900 24916900
chr2 24979500 24983500
chr2 24995100 24999100
chr2 25017100 25021100
chr2 25027600 25031600
chr2 25060500 25064500
chr2 25099900 25103900
chr2 25234350 25238350
chr2 25300400 25304400
chr2 25548100 25552100
chr2 25822800 25826800
chr2 25829700 25833700
chr2 25879300 25883300
chr2 25895100 25899100
chr2 25908700 25912700
chr2 25912400 25916400
chr2 25921000 25925000
chr2 25929500 25933500
chr2 25933000 25937000
chr2 25951900 25955900
chr2 25971950 25975950
chr2 25983000 25987000
chr2 25999000 26003000
chr2 26001500 26005500
chr2 26024200 26028200
chr2 26028000 26032000
chr2 26031600 26035600
chr2 26050100 26054100
chr2 26050800 26054800
chr2 26094300 26098300
chr2 26106200 26110200
chr2 26128100 26132100
chr2 26152200 26156200
chr2 26163100 26167100
chr2 26179200 26183200
chr2 26183300 26187300
chr2 26309900 26313900
chr2 26339350 26343350
chr2 26345100 26349100
chr2 26349600 26353600
chr2 26353200 26357200
chr2 26379200 26383200
chr2 26390400 26394400
chr2 26394600 26398600
chr2 26401700 26405700
chr2 26406250 26410250
chr2 26410000 26414000
chr2 26414700 26418700
chr2 26424900 26428900
chr2 26430850 26434850
chr2 26448700 26452700
chr2 26452500 26456500
chr2 26462000 26466000
chr2 26464900 26468900
chr2 26467500 26471500
chr2 26473100 26477100
chr2 26475200 26479200
chr2 26497300 26501300
chr2 26681000 26685000
chr2 26802600 26806600
chr2 26868900 26872900
chr2 26975400 26979400
chr2 27003100 27007100
chr2 27143100 27147100
chr2 27150600 27154600
chr2 27165200 27169200
chr2 27176400 27180400
chr2 27178700 27182700
chr2 27185200 27189200
chr2 27206500 27210500
chr2 27215500 27219500
chr2 27223450 27227450
chr2 27228100 27232100
chr2 27233300 27237300
chr2 27239150 27243150
chr2 27244800 27248800
chr2 27249500 27253500
chr2 27258100 27262100
chr2 27262600 27266600
chr2 27266900 27270900
chr2 27271000 27275000
chr2 27274600 27278600
chr2 27284500 27288500
chr2 27291900 27295900
chr2 27311100 27315100
chr2 27322200 27326200
chr2 27340200 27344200
chr2 27345600 27349600
chr2 27407100 27411100
chr2 27421200 27425200
chr2 27423900 27427900
chr2 27484800 27488800
chr2 27497000 27501000
chr2 27501700 27505700
chr2 27524850 27528850
chr2 27536800 27540800
chr2 27544600 27548600
chr2 27556600 27560600
chr2 27573300 27577300
chr2 27588000 27592000
chr2 27599900 27603900
chr2 27617800 27621800
chr2 27627800 27631800
chr2 27995300 27999300
chr2 28064600 28068600
chr2 28136100 28140100
chr2 28223150 28227150
chr2 28286600 28290600
chr2 28294400 28298400
chr2 28309100 28313100
chr2 28370800 28374800
chr2 28374800 28378800
chr2 28379300 28383300
chr2 28382700 28386700
chr2 28453200 28457200
chr2 28456300 28460300
chr2 28460800 28464800
chr2 28470050 28474050
chr2 28479800 28483800
chr2 28603750 28607750
chr2 28613100 28617100
chr2 28815000 28819000
chr2 28858200 28862200
chr2 28883600 28887600
chr2 28887200 28891200
chr2 28894800 28898800
chr2 28928200 28932200
chr2 28959000 28963000
chr2 28995400 28999400
chr2 29004150 29008150
chr2 29056300 29060300
chr2 29070300 29074300
chr2 29092550 29096550
chr2 29193650 29197650
chr2 29222100 29226100
chr2 29243100 29247100
chr2 29250650 29254650
chr2 29267600 29271600
chr2 29293650 29297650
chr2 29307400 29311400
chr2 29311400 29315400
chr2 29315100 29319100
chr2 29319850 29323850
chr2 29336450 29340450
chr2 29342600 29346600
chr2 29348100 29352100
chr2 29354000 29358000
chr2 29357800 29361800
chr2 29365350 29369350
chr2 29372500 29376500
chr2 29380000 29384000
chr2 29390600 29394600
chr2 29406000 29410000
chr2 29418800 29422800
chr2 29423500 29427500
chr2 29428850 29432850
chr2 29478800 29482800
chr2 29490900 29494900
chr2 29493600 29497600
chr2 29504200 29508200
chr2 29508300 29512300
chr2 29518800 29522800
chr2 29523600 29527600
chr2 29530500 29534500
chr2 29538850 29542850
chr2 29545300 29549300
chr2 29547900 29551900
chr2 29562700 29566700
chr2 29566500 29570500
chr2 29570200 29574200
chr2 29583800 29587800
chr2 29591650 29595650
chr2 29597100 29601100
chr2 29609200 29613200
chr2 29622200 29626200
chr2 29688350 29692350
chr2 29693800 29697800
chr2 29708950 29712950
chr2 29734600 29738600
chr2 29798200 29802200
chr2 29825600 29829600
chr2 29896250 29900250
chr2 29905700 29909700
chr2 29911500 29915500
chr2 29923550 29927550
chr2 29938300 29942300
chr2 29961100 29965100
chr2 29968600 29972600
chr2 29972200 29976200
chr2 29993700 29997700
chr2 30003050 30007050
chr2 30010700 30014700
chr2 30018300 30022300
chr2 30038550 30042550
chr2 30064300 30068300
chr2 30096800 30100800
chr2 30104800 30108800
chr2 30111850 30115850
chr2 30144000 30148000
chr2 30162700 30166700
chr2 30189000 30193000
chr2 30203950 30207950
chr2 30232900 30236900
chr2 30253500 30257500
chr2 30276300 30280300
chr2 30289100 30293100
chr2 30299000 30303000
chr2 30305700 30309700
chr2 30311450 30315450
chr2 30317100 30321100
chr2 30323800 30327800
chr2 30335400 30339400
chr2 30349250 30353250
chr2 30358100 30362100
chr2 30364400 30368400
chr2 30374200 30378200
chr2 30388500 30392500
chr2 30393900 30397900
chr2 30407900 30411900
chr2 30411300 30415300
chr2 30420600 30424600
chr2 30432300 30436300
chr2 30440600 30444600
chr2 30455800 30459800
chr2 30458600 30462600
chr2 30467300 30471300
chr2 30479900 30483900
chr2 30490300 30494300
chr2 30493900 30497900
chr2 30502500 30506500
chr2 30504700 30508700
chr2 30524150 30528150
chr2 30535400 30539400
chr2 30555200 30559200
chr2 30575700 30579700
chr2 30578300 30582300
chr2 30589450 30593450
chr2 30597600 30601600
chr2 30602250 30606250
chr2 30607500 30611500
chr2 30632900 30636900
chr2 30644600 30648600
chr2 30670900 30674900
chr2 30676100 30680100
chr2 30689700 30693700
chr2 30695800 30699800
chr2 30705450 30709450
chr2 30714700 30718700
chr2 30724900 30728900
chr2 30728800 30732800
chr2 30734400 30738400
chr2 30739550 30743550
chr2 30745650 30749650
chr2 30751200 30755200
chr2 30760000 30764000
chr2 30767600 30771600
chr2 30772700 30776700
chr2 30813700 30817700
chr2 30873700 30877700
chr2 30886300 30890300
chr2 30897500 30901500
chr2 30903500 30907500
chr2 30931800 30935800
chr2 30935950 30939950
chr2 30941600 30945600
chr2 30946100 30950100
chr2 30962500 30966500
chr2 30969750 30973750
chr2 30977800 30981800
chr2 30986900 30990900
chr2 30991500 30995500
chr2 31011600 31015600
chr2 31016300 31020300
chr2 31021500 31025500
chr2 31023800 31027800
chr2 31033300 31037300
chr2 31050000 31054000
chr2 31066000 31070000
chr2 31093900 31097900
chr2 31123200 31127200
chr2 31146900 31150900
chr2 31163300 31167300
chr2 31175500 31179500
chr2 31271400 31275400
chr2 31274600 31278600
chr2 31305300 31309300
chr2 31346600 31350600
chr2 31350400 31354400
chr2 31354100 31358100
chr2 31358500 31362500
chr2 31365950 31369950
chr2 31382600 31386600
chr2 31399000 31403000
chr2 31432550 31436550
chr2 31442600 31446600
chr2 31446000 31450000
chr2 31464100 31468100
chr2 31468700 31472700
chr2 31470500 31474500
chr2 31481500 31485500
chr2 31516200 31520200
chr2 31554500 31558500
chr2 31573000 31577000
chr2 31590400 31594400
chr2 31596800 31600800
chr2 31620300 31624300
chr2 31623900 31627900
chr2 31633600 31637600
chr2 31654250 31658250
chr2 31712400 31716400
chr2 31719400 31723400
chr2 31734500 31738500
chr2 31757400 31761400
chr2 31786500 31790500
chr2 31808500 31812500
chr2 31881500 31885500
chr2 31912400 31916400
chr2 31922600 31926600
chr2 31927000 31931000
chr2 31941600 31945600
chr2 31984600 31988600
chr2 31987800 31991800
chr2 31994300 31998300
chr2 31999850 32003850
chr2 32025000 32029000
chr2 32040300 32044300
chr2 32042500 32046500
chr2 32047000 32051000
chr2 32049500 32053500
chr2 32067900 32071900
chr2 32083100 32087100
chr2 32094100 32098100
chr2 32166000 32170000
chr2 32182800 32186800
chr2 32190000 32194000
chr2 32194100 32198100
chr2 32198200 32202200
chr2 32212000 32216000
chr2 32225900 32229900
chr2 32245100 32249100
chr2 32255000 32259000
chr2 32338400 32342400
chr2 32345900 32349900
chr2 32348700 32352700
chr2 32355700 32359700
chr2 32362400 32366400
chr2 32368300 32372300
chr2 32392600 32396600
chr2 32399700 32403700
chr2 32409900 32413900
chr2 32412600 32416600
chr2 32447900 32451900
chr2 32468300 32472300
chr2 32491050 32495050
chr2 32494100 32498100
chr2 32508000 32512000
chr2 32515900 32519900
chr2 32527200 32531200
chr2 32535000 32539000
chr2 32539900 32543900
chr2 32553700 32557700
chr2 32556800 32560800
chr2 32559700 32563700
chr2 32617500 32621500
chr2 32622100 32626100
chr2 32633800 32637800
chr2 32641900 32645900
chr2 32650100 32654100
chr2 32663000 32667000
chr2 32719400 32723400
chr2 32722600 32726600
chr2 32736200 32740200
chr2 32742700 32746700
chr2 32747000 32751000
chr2 32752200 32756200
chr2 32756500 32760500
chr2 32759300 32763300
chr2 32763500 32767500
chr2 32767400 32771400
chr2 32770400 32774400
chr2 32777000 32781000
chr2 32782800 32786800
chr2 32787950 32791950
chr2 32794300 32798300
chr2 32825000 32829000
chr2 32848800 32852800
chr2 33013300 33017300
chr2 33022900 33026900
chr2 33033000 33037000
chr2 33055600 33059600
chr2 33063000 33067000
chr2 33079700 33083700
chr2 33085400 33089400
chr2 33089500 33093500
chr2 33143100 33147100
chr2 33156800 33160800
chr2 33161850 33165850
chr2 33169700 33173700
chr2 33174200 33178200
chr2 33180400 33184400
chr2 33186400 33190400
chr2 33198700 33202700
chr2 33205000 33209000
chr2 33210700 33214700
chr2 33248150 33252150
chr2 33265650 33269650
chr2 33271100 33275100
chr2 33274800 33278800
chr2 33281000 33285000
chr2 33299000 33303000
chr2 33304200 33308200
chr2 33311600 33315600
chr2 33314500 33318500
chr2 33318800 33322800
chr2 33332900 33336900
chr2 33334900 33338900
chr2 33342700 33346700
chr2 33368400 33372400
chr2 33413200 33417200
chr2 33435300 33439300
chr2 33441800 33445800
chr2 33447600 33451600
chr2 33457900 33461900
chr2 33466200 33470200
chr2 33490700 33494700
chr2 33501450 33505450
chr2 33520200 33524200
chr2 33542900 33546900
chr2 33566900 33570900
chr2 33642500 33646500
chr2 33646900 33650900
chr2 33680950 33684950
chr2 33690200 33694200
chr2 33709600 33713600
chr2 33726100 33730100
chr2 33735000 33739000
chr2 33757000 33761000
chr2 33807900 33811900
chr2 34004100 34008100
chr2 34009050 34013050
chr2 34084550 34088550
chr2 34252800 34256800
chr2 34291000 34295000
chr2 34294700 34298700
chr2 34312600 34316600
chr2 34333900 34337900
chr2 34357700 34361700
chr2 34423700 34427700
chr2 34444600 34448600
chr2 34457200 34461200
chr2 34474600 34478600
chr2 34481000 34485000
chr2 34489600 34493600
chr2 34535200 34539200
chr2 34669900 34673900
chr2 34744100 34748100
chr2 34761200 34765200
chr2 34774500 34778500
chr2 34779100 34783100
chr2 34791100 34795100
chr2 34794300 34798300
chr2 34799500 34803500
chr2 34825800 34829800
chr2 34836600 34840600
chr2 34846600 34850600
chr2 34860000 34864000
chr2 35072700 35076700
chr2 35079700 35083700
chr2 35102850 35106850
chr2 35106200 35110200
chr2 35113400 35117400
chr2 35124600 35128600
chr2 35146100 35150100
chr2 35197700 35201700
chr2 35278400 35282400
chr2 35287600 35291600
chr2 35303600 35307600
chr2 35321400 35325400
chr2 35333100 35337100
chr2 35338500 35342500
chr2 35348800 35352800
chr2 35356250 35360250
chr2 35361500 35365500
chr2 35363900 35367900
chr2 35368000 35372000
chr2 35398900 35402900
chr2 35451450 35455450
chr2 35469000 35473000
chr2 35471900 35475900
chr2 35489100 35493100
chr2 35506200 35510200
chr2 35520800 35524800
chr2 35525400 35529400
chr2 35531700 35535700
chr2 35534300 35538300
