gname	gchrom	gstart	gend	log.FPRM	strand	status	echrom	estart	end	gid	eid	prob	log.p.value.correct
NM_013895	chr10	80362194	80363714	2.71940548514034	-	1	chr10	80338400	80340400	8616	1400	0.779661016949153	36.9723014287936
NM_080456	chr16	92058580	92112472	2.93612557098193	+	1	chr16	92069900	92071900	9177	12497	0.779661016949153	36.9723014287936
NM_023211	chr19	47157960	47165115	3.55778223933037	-	1	chr19	47113800	47115800	10233	16114	0.779661016949153	36.9723014287936
NM_025372	chr9	64129413	64152599	3.60214167605634	+	1	chr9	64053500	64055500	10289	32493	0.779661016949153	36.9723014287936
NM_133794	chr9	108410335	108418272	3.75485210264903	+	1	chr9	108494000	108496000	10436	31331	0.779661016949153	36.9723014287936
NM_133655	chr7	150238654	150253835	4.62476690973465	+	1	chr7	150244600	150246600	10919	28087	0.779661016949153	36.9723014287936
NM_019771	chr2	143741066	143769059	5.11983642514002	+	1	chr2	143805600	143807600	10993	16962	0.779661016949153	36.9723014287936
NM_001110266	chr17	46153942	46162112	1.59634254112186	-	1	chr17	46205000	46207000	4517	13522	0.677966101694915	36.8675739660306
NM_198647	chr17	29686746	29743753	1.74114839821356	+	1	chr17	29813550	29815550	5094	13150	0.677966101694915	36.8675739660306
NM_021516	chr12	112812720	112894438	2.60251930055933	+	1	chr12	112788500	112790500	8273	6157	0.677966101694915	36.8675739660306
NM_021516	chr12	112812720	112894438	2.60251930055933	+	1	chr12	112919300	112921300	8273	6166	0.677966101694915	36.8675739660306
NM_008305	chr4	137024717	137126545	3.63755458028039	+	1	chr4	137111700	137113700	10334	21725	0.677966101694915	36.8675739660306
NM_018810	chr6	39347819	39370368	3.73482510028481	-	1	chr6	39472300	39474300	10418	26436	0.677966101694915	36.8675739660306
NM_009519	chr7	105987354	106003257	-3.22694579969935	+	0	chr7	105906000	105908000	1065	27237	0.76271186440678	36.5435179481391
NM_001141975	chr2	152673699	152721057	-2.90167014496896	+	0	chr2	152590200	152592200	1428	17092	0.76271186440678	36.5435179481391
NM_019779	chr9	57862823	57874830	-2.36939178448629	+	0	chr9	57887200	57889200	2031	32275	0.76271186440678	36.5435179481391
NM_001170788	chr8	107937521	107987986	-2.16537422793829	+	0	chr8	108005600	108007600	2268	29281	0.76271186440678	36.5435179481391
NM_008497	chr7	52676315	52677224	-1.52631533704134	+	0	chr7	52653800	52655800	3174	28762	0.76271186440678	36.5435179481391
NM_007955	chr1	137005074	137029152	-0.787750210453715	-	0	chr1	137078200	137080200	4288	3277	0.76271186440678	36.5435179481391
NM_028077	chr19	3708332	3717881	1.94516844548979	+	1	chr19	3854450	3856450	5890	15820	0.76271186440678	36.5435179481391
NM_031392	chr9	108474643	108481001	1.97110716403014	-	1	chr9	108494000	108496000	5995	31331	0.76271186440678	36.5435179481391
NM_028194	chr5	73411429	73647857	2.01456696408162	-	1	chr5	73602000	73604000	6165	25249	0.76271186440678	36.5435179481391
NM_134009	chr10	80949203	80959108	2.05167586832135	-	1	chr10	80949800	80951800	6308	1432	0.76271186440678	36.5435179481391
NM_009480	chr1	173341811	173348873	2.0662537132825	+	1	chr1	173279150	173281150	6368	4553	0.76271186440678	36.5435179481391
NM_030096	chr11	83755591	83776579	2.32956776432393	+	1	chr11	83901700	83903700	7349	5041	0.76271186440678	36.5435179481391
NM_008775	chr9	45773393	45792954	2.69040883659414	-	1	chr9	45754300	45756300	8531	32041	0.76271186440678	36.5435179481391
NM_028233	chr17	85104586	85190126	2.7925383975474	-	1	chr17	85112500	85114500	8813	14109	0.76271186440678	36.5435179481391
NM_197959	chr11	102766832	102786438	2.88006886490027	-	1	chr11	102896600	102898600	9033	1882	0.76271186440678	36.5435179481391
NM_008640	chr12	8928112	8945547	4.36968326779263	+	1	chr12	8873500	8875500	10826	7143	0.76271186440678	36.5435179481391
NM_183141	chr15	78500436	78548543	-4.4760120923102	-	0	chr15	78657000	78659000	187	10776	0.711864406779661	36.5398994045933
NM_172439	chr11	3394274	3404824	-2.75349222654879	-	0	chr11	3266300	3268300	1602	2948	0.711864406779661	36.5398994045933
NM_001017407	chr10	60638009	60643428	-2.11279152136139	+	0	chr10	60674100	60676100	2348	921	0.711864406779661	36.5398994045933
NM_008696	chr1	39957757	40083155	3.59490937597214	+	1	chr1	40004600	40006600	10275	8580	0.711864406779661	36.5398994045933
NM_011832	chr3	87600872	87620023	-4.52440158799054	+	0	chr3	87566950	87568950	168	20387	0.88135593220339	36.5369286809357
NM_172818	chr15	88744327	88784840	-3.98265471908362	-	0	chr15	88682100	88684100	433	11172	0.88135593220339	36.5369286809357
NM_175204	chr14	55244146	55248393	-3.64783348467794	+	0	chr14	55372250	55374250	682	9285	0.88135593220339	36.5369286809357
NM_178774	chr17	8533603	8536977	-1.77114540652876	+	0	chr17	8607100	8609100	2820	14139	0.88135593220339	36.5369286809357
NM_176844	chr9	54828686	54855586	-1.70477109250293	+	0	chr9	54947800	54949800	2909	32166	0.88135593220339	36.5369286809357
NM_008875	chr3	27883092	28032284	-1.49920777266498	+	0	chr3	27946300	27948300	3211	19885	0.88135593220339	36.5369286809357
NM_172921	chr9	47970197	48207603	-1.17544365821196	+	0	chr9	48004050	48006050	3677	32072	0.88135593220339	36.5369286809357
NM_008800	chr15	103333728	103360483	1.61678287205523	+	1	chr15	103349300	103351300	4612	9946	0.88135593220339	36.5369286809357
NM_025529	chr19	4000579	4002102	1.68983563400582	+	1	chr19	3854450	3856450	4885	15820	0.88135593220339	36.5369286809357
NM_019683	chr9	14584641	14587408	1.97354616078488	-	1	chr9	14483900	14485900	6006	31667	0.88135593220339	36.5369286809357
NM_009671	chr11	72503503	72585648	2.00904053638051	+	1	chr11	72548700	72550700	6142	4518	0.88135593220339	36.5369286809357
NM_201369	chr5	151438547	151468187	2.08713809706425	-	1	chr5	151364600	151366600	6452	24649	0.88135593220339	36.5369286809357
NM_030597	chr17	35119074	35122838	2.15808981604453	+	1	chr17	34993200	34995200	6704	13347	0.88135593220339	36.5369286809357
NM_024172	chr7	4612122	4636565	2.39646698054717	-	1	chr7	4698300	4700300	7587	28682	0.88135593220339	36.5369286809357
NM_007644	chr5	92872898	92934634	2.57714393125441	-	1	chr5	92844500	92846500	8179	25409	0.88135593220339	36.5369286809357
NM_145540	chr3	90195309	90237558	2.60305258255223	-	1	chr3	90200200	90202200	8276	20503	0.88135593220339	36.5369286809357
NM_001113214	chr2	29745239	29778058	2.65337575847332	+	1	chr2	29799200	29801200	8430	18224	0.88135593220339	36.5369286809357
NM_027445	chr11	70461090	70464916	2.65770382666547	+	1	chr11	70391100	70393100	8445	4452	0.88135593220339	36.5369286809357
NM_011348	chr5	14025275	14256689	2.68788830927826	+	1	chr5	14028100	14030100	8518	24283	0.88135593220339	36.5369286809357
NM_019712	chr15	81296745	81306799	2.69526211429225	+	1	chr15	81186600	81188600	8539	10902	0.88135593220339	36.5369286809357
NM_030147	chr18	34758268	34784464	2.7307636206091	-	1	chr18	34796900	34798900	8651	14479	0.88135593220339	36.5369286809357
NM_181324	chr9	44412974	44448814	2.8457520519307	+	1	chr9	44422200	44424200	8950	31999	0.88135593220339	36.5369286809357
NM_020575	chr2	60047992	60086442	3.19671201216648	+	1	chr2	60051100	60053100	9709	18723	0.88135593220339	36.5369286809357
NM_016887	chr11	69779002	69781380	3.21020231852757	+	1	chr11	69823700	69825700	9736	4439	0.88135593220339	36.5369286809357
NM_001040396	chr3	58380579	58397466	3.24490997621731	+	1	chr3	58358650	58360650	9798	20145	0.88135593220339	36.5369286809357
NM_053089	chr3	51219937	51279906	3.40415300948779	+	1	chr3	51329100	51331100	10034	20052	0.88135593220339	36.5369286809357
NM_146194	chr7	97278741	97357442	3.51195132659669	+	1	chr7	97164300	97166300	10179	29233	0.88135593220339	36.5369286809357
NM_009004	chr18	34784589	34792931	3.5545534601631	+	1	chr18	34796900	34798900	10229	14479	0.88135593220339	36.5369286809357
NM_183020	chr7	133635221	133646816	3.66473275498569	-	1	chr7	133533050	133535050	10357	27702	0.88135593220339	36.5369286809357
NM_017472	chr10	42221859	42255175	3.80103110770509	+	1	chr10	42144700	42146700	10478	657	0.88135593220339	36.5369286809357
NM_011072	chr11	70465350	70468152	5.12688827092051	-	1	chr11	70391100	70393100	10994	4452	0.88135593220339	36.5369286809357
NM_029920	chr5	148768895	149127640	-0.772121126229779	+	0	chr5	148754650	148756650	4319	24563	0.694915254237288	36.4569557001708
NM_130859	chr15	78605565	78633472	1.60872966168374	-	1	chr15	78772600	78774600	4581	10786	0.694915254237288	36.4569557001708
NM_001045558	chr15	79059811	79079896	1.78914939929042	+	1	chr15	79161400	79163400	5286	10813	0.694915254237288	36.4569557001708
NM_024281	chr2	143773130	143836999	4.2016252332012	-	1	chr2	143805600	143807600	10749	16962	0.694915254237288	36.4569557001708
NM_130886	chr11	119176100	119206689	-8.10553397314475	+	0	chr11	119253800	119255800	6	2458	0.728813559322034	36.411402005382
NM_007891	chr2	154385374	154395588	2.16607670207554	-	1	chr2	154272050	154274050	6738	17147	0.728813559322034	36.411402005382
NM_026027	chr18	36563332	36614149	3.98327146449707	-	1	chr18	36668700	36670700	10622	14568	0.728813559322034	36.411402005382
NM_001081342	chr5	129602624	129710474	-3.84313613955959	+	0	chr5	129535050	129537050	527	23933	0.661016949152542	36.3990315193272
NM_019701	chr4	140960271	140971903	-1.79900767411407	-	0	chr4	140903500	140905500	2783	21973	0.661016949152542	36.3990315193272
NM_001042503	chr9	114420392	114473487	3.2264748787835	-	1	chr9	114420100	114422100	9757	31441	0.661016949152542	36.3990315193272
NM_175362	chr5	141348952	141476550	-4.30867952332992	-	0	chr5	141559000	141561000	263	24344	0.966101694915254	36.3751437979245
NM_053080	chr7	73535778	73572363	-4.11854299693847	-	0	chr7	73436950	73438950	345	28960	0.966101694915254	36.3751437979245
NM_144940	chr6	90283282	90314542	-3.92026689308404	+	0	chr6	90384550	90386550	470	27064	0.966101694915254	36.3751437979245
NM_172568	chr11	105222112	105318049	-3.32427523017111	-	0	chr11	105369000	105371000	957	1944	0.966101694915254	36.3751437979245
NM_031174	chr16	96813686	97392342	-3.29756195311184	-	0	chr16	97534000	97536000	986	12623	0.966101694915254	36.3751437979245
NM_001161367	chr17	43752283	43767248	-3.05475854840776	-	0	chr17	43798400	43800400	1255	13467	0.966101694915254	36.3751437979245
NM_201367	chr2	118102845	118199047	-2.61795907142316	-	0	chr2	118314300	118316300	1751	16643	0.966101694915254	36.3751437979245
NM_007562	chr7	89111547	89137185	-2.48851595550248	-	0	chr7	89161650	89163650	1887	29185	0.966101694915254	36.3751437979245
NM_009872	chr1	74901602	74904306	-2.28006068291537	+	0	chr1	74876300	74878300	2147	13643	0.966101694915254	36.3751437979245
NM_013912	chrX	45378322	45388029	-1.47658675111444	-	0	chrX	45323450	45325450	3241	33064	0.966101694915254	36.3751437979245
NM_027526	chr6	118016402	118041564	-1.43004982071137	+	0	chr6	117997650	117999650	3303	25657	0.966101694915254	36.3751437979245
NM_001170567	chr5	33206369	33336881	-1.18920570988844	+	0	chr5	33354300	33356300	3652	24860	0.966101694915254	36.3751437979245
NM_001171187	chr2	127458961	127482431	-0.885945830922189	-	0	chr2	127539600	127541600	4119	16777	0.966101694915254	36.3751437979245
NM_080443	chr7	73789456	73834447	-0.766957350907181	-	0	chr7	73804700	73806700	4330	28970	0.966101694915254	36.3751437979245
NM_007685	chr1	34592492	34601156	-0.73483830266218	+	0	chr1	34518900	34520900	4380	7758	0.966101694915254	36.3751437979245
NM_011591	chrX	7476523	7484778	1.58172338846539	+	1	chrX	7577300	7579300	4455	33149	0.966101694915254	36.3751437979245
NM_028250	chr1	157405249	157534362	1.60139162773402	+	1	chr1	157284800	157286800	4550	3891	0.966101694915254	36.3751437979245
NM_026683	chr1	157405249	157419417	1.61924961981809	+	1	chr1	157284800	157286800	4625	3891	0.966101694915254	36.3751437979245
NM_029891	chrX	34427536	34442894	1.63539996284966	-	1	chrX	34314300	34316300	4683	33051	0.966101694915254	36.3751437979245
NM_177152	chr10	125403274	125452415	1.67522378031117	+	1	chr10	125276100	125278100	4837	257	0.966101694915254	36.3751437979245
NM_001081255	chr16	32914185	33016115	1.70585656856057	+	1	chr16	32803600	32805600	4952	11990	0.966101694915254	36.3751437979245
NM_001081240	chr8	80073295	80105237	1.70643938846303	+	1	chr8	80002000	80004000	4960	30760	0.966101694915254	36.3751437979245
NM_028866	chr18	31963710	32068640	1.73270985643348	+	1	chr18	32035500	32037500	5064	14412	0.966101694915254	36.3751437979245
NM_177185	chr6	38383924	38462763	1.80731124437525	+	1	chr6	38241900	38243900	5363	26405	0.966101694915254	36.3751437979245
NM_053168	chr11	58791617	58804960	1.81886704961377	+	1	chr11	58706950	58708950	5404	3982	0.966101694915254	36.3751437979245
NM_001163718	chr17	25377114	25379743	1.82025297932827	+	1	chr17	25364100	25366100	5408	12838	0.966101694915254	36.3751437979245
NM_178065	chr12	86259098	86311836	1.83273665170604	-	1	chr12	86198000	86200000	5456	7028	0.966101694915254	36.3751437979245
NM_026404	chr18	36838868	36843516	1.88870316260716	+	1	chr18	36710400	36712400	5659	14572	0.966101694915254	36.3751437979245
NM_138606	chrX	7455431	7460558	1.89440781026311	+	1	chrX	7577300	7579300	5679	33149	0.966101694915254	36.3751437979245
NM_172284	chr8	113527087	113551664	1.89884399792102	-	1	chr8	113406600	113408600	5697	29422	0.966101694915254	36.3751437979245
NM_172284	chr8	113527087	113551664	1.89884399792102	-	1	chr8	113454700	113456700	5697	29424	0.966101694915254	36.3751437979245
NM_001123371	chr14	51575815	51584424	1.99067999767738	+	1	chr14	51474800	51476800	6072	9247	0.966101694915254	36.3751437979245
NM_001170967	chr18	31963710	32001296	2.00032933845273	+	1	chr18	32035500	32037500	6115	14412	0.966101694915254	36.3751437979245
NM_013632	chr14	51563977	51573087	2.02182964267809	+	1	chr14	51592400	51594400	6191	9251	0.966101694915254	36.3751437979245
NM_026795	chr7	72838302	72846799	2.07559164031079	+	1	chr7	72965200	72967200	6412	28942	0.966101694915254	36.3751437979245
NM_001170966	chr18	31963710	31995089	2.08096912433113	+	1	chr18	32035500	32037500	6425	14412	0.966101694915254	36.3751437979245
NM_008034	chr7	109006844	109019197	2.10852814507441	-	1	chr7	108980500	108982500	6529	27327	0.966101694915254	36.3751437979245
NM_008095	chr5	130230949	130264201	2.15483654239972	+	1	chr5	130275500	130277500	6692	23968	0.966101694915254	36.3751437979245
NM_027532	chr7	109044928	109048057	2.1849720428893	+	1	chr7	109170000	109172000	6806	27332	0.966101694915254	36.3751437979245
NM_025291	chr18	36826841	36829965	2.21065838279539	-	1	chr18	36710400	36712400	6902	14572	0.966101694915254	36.3751437979245
NM_177128	chr16	36828485	36872799	2.21458413562213	+	1	chr16	36746300	36748300	6914	12120	0.966101694915254	36.3751437979245
NM_152809	chr18	54021766	54115338	2.23659378373734	+	1	chr18	54080600	54082600	6991	14763	0.966101694915254	36.3751437979245
NM_001025093	chr2	73654578	73730685	2.27675843762016	-	1	chr2	73606800	73608800	7137	18907	0.966101694915254	36.3751437979245
NM_001093760	chr13	104932232	104968546	2.33188172494963	-	1	chr13	104961500	104963500	7357	7226	0.966101694915254	36.3751437979245
NM_026390	chr1	130140757	130175954	2.33714109713565	+	1	chr1	130227400	130229400	7373	2869	0.966101694915254	36.3751437979245
NM_019769	chr2	119373442	119412758	2.39340338115991	+	1	chr2	119294000	119296000	7574	16681	0.966101694915254	36.3751437979245
NM_019769	chr2	119373442	119412758	2.39340338115991	+	1	chr2	119297400	119299400	7574	16682	0.966101694915254	36.3751437979245
NM_026724	chr3	130429748	130433226	2.41772463770501	-	1	chr3	130399700	130401700	7664	19562	0.966101694915254	36.3751437979245
NM_019703	chr13	6579119	6647970	2.45916140003614	-	1	chr13	6636800	6638800	7797	8199	0.966101694915254	36.3751437979245
NM_001164406	chr18	36826841	36829965	2.5199841764007	-	1	chr18	36710400	36712400	8007	14572	0.966101694915254	36.3751437979245
NM_025605	chr7	109054350	109060415	2.52166439643044	+	1	chr7	109170000	109172000	8011	27332	0.966101694915254	36.3751437979245
NM_144861	chr18	24643462	24688705	2.52703179483865	-	1	chr18	24670000	24672000	8024	14388	0.966101694915254	36.3751437979245
NM_025450	chr5	130221402	130224566	2.55924852315613	+	1	chr5	130275500	130277500	8120	23968	0.966101694915254	36.3751437979245
NM_172653	chr1	46864388	46910354	2.72428437754096	-	1	chr1	46919450	46921450	8631	9547	0.966101694915254	36.3751437979245
NM_133758	chr7	119167019	119254894	2.74097549861906	+	1	chr7	119252900	119254900	8681	27433	0.966101694915254	36.3751437979245
NM_026826	chr5	101227777	101233486	2.83130564319857	+	1	chr5	101290750	101292750	8905	23120	0.966101694915254	36.3751437979245
NM_026009	chr11	106060669	106077681	2.84173574851094	-	1	chr11	106047600	106049600	8942	1954	0.966101694915254	36.3751437979245
NM_019879	chr6	73198498	73226899	2.91365416251838	+	1	chr6	73215150	73217150	9116	26843	0.966101694915254	36.3751437979245
NM_019995	chr3	54497026	54520759	2.92950165495998	+	1	chr3	54525850	54527850	9163	20114	0.966101694915254	36.3751437979245
NM_001005525	chr5	124178438	124199421	2.93435142837273	-	1	chr5	124214500	124216500	9173	23802	0.966101694915254	36.3751437979245
NM_172265	chr16	20498889	20509398	3.03580358638324	+	1	chr16	20350200	20352200	9389	11694	0.966101694915254	36.3751437979245
NM_026757	chr11	70048709	70051416	3.04919246851581	-	1	chr11	70022000	70024000	9422	4444	0.966101694915254	36.3751437979245
NM_001114977	chr9	95357312	95412415	3.09866334048968	-	1	chr9	95514500	95516500	9520	32840	0.966101694915254	36.3751437979245
NM_026375	chr1	181675034	181734146	3.28890549203005	-	1	chr1	181606300	181608300	9871	4927	0.966101694915254	36.3751437979245
NM_001039351	chr19	46150352	46160020	3.44518555853287	+	1	chr19	46122200	46124200	10098	16054	0.966101694915254	36.3751437979245
NM_011874	chr7	28826720	28835111	3.527260119859	-	1	chr7	28931150	28933150	10197	28406	0.966101694915254	36.3751437979245
NM_001004140	chr8	23278623	23296291	3.61933375127246	-	1	chr8	23255800	23257800	10309	30079	0.966101694915254	36.3751437979245
NM_013726	chr5	8397010	8422606	3.81616387497798	-	1	chr5	8417450	8419450	10491	25352	0.966101694915254	36.3751437979245
NM_025551	chr10	93661753	93683693	4.13674291363872	+	1	chr10	93634100	93636100	10712	1641	0.966101694915254	36.3751437979245
NM_001005859	chr3	130429754	130432222	4.14574401764104	-	1	chr3	130399700	130401700	10719	19562	0.966101694915254	36.3751437979245
NM_175015	chr2	73746506	73749351	4.85595225036626	-	1	chr2	73606800	73608800	10957	18907	0.966101694915254	36.3751437979245
NM_026467	chr9	66793924	66797315	4.89422881055712	+	1	chr9	66871200	66873200	10966	32574	0.966101694915254	36.3751437979245
NM_007657	chr6	125410283	125444773	4.53153225719283	-	1	chr6	125420000	125422000	10892	25835	0.644067796610169	36.34618660381
NM_177697	chr7	127883070	127949054	-4.41515331422673	+	0	chr7	127837950	127839950	212	27625	1	36.3376357279101
NM_177697	chr7	127883070	127949054	-4.41515331422673	+	0	chr7	128001900	128003900	212	27627	1	36.3376357279101
NM_177697	chr7	127883070	127949054	-4.41515331422673	+	0	chr7	128007300	128009300	212	27628	1	36.3376357279101
NM_008367	chr2	11564418	11614820	-4.38249074235519	+	0	chr2	11491600	11493600	227	16600	1	36.3376357279101
NM_145141	chr1	172847726	172857714	-4.10976078387709	-	0	chr1	172831400	172833400	352	4532	1	36.3376357279101
NM_013903	chr9	7628230	7674968	-4.08138885106188	+	0	chr9	7716400	7718400	368	32724	1	36.3376357279101
NM_001160215	chr1	172847726	172857714	-4.07699199269128	-	0	chr1	172831400	172833400	373	4532	1	36.3376357279101
NM_010187	chr1	172890688	172906202	-3.9310427392654	-	0	chr1	172831400	172833400	461	4532	1	36.3376357279101
NM_007694	chr2	132607013	132620808	-3.90016854798114	+	0	chr2	132527500	132529500	485	16922	1	36.3376357279101
NM_009780	chr17	34865325	34880842	-3.88909780745377	-	0	chr17	34755200	34757200	494	13345	1	36.3376357279101
NM_008428	chr6	142513458	142519876	-3.6777535768625	-	0	chr6	142550950	142552950	663	26086	1	36.3376357279101
NM_001024137	chr2	120091604	120114805	-3.39129061611438	-	0	chr2	119999200	120001200	899	16706	1	36.3376357279101
NM_183193	chr7	142602049	142605298	-3.3662308972287	+	0	chr7	142675950	142677950	915	27929	1	36.3376357279101
NM_133238	chr8	3743394	3748984	-3.28950753852368	-	0	chr8	3645200	3647200	995	30323	1	36.3376357279101
NM_177779	chr11	68400538	68411453	-3.19709231767345	+	0	chr11	68301700	68303700	1087	4350	1	36.3376357279101
NM_134170	chr6	66502176	66509702	-3.09443720902647	-	0	chr6	66478550	66480550	1206	26722	1	36.3376357279101
NM_022416	chr5	37838064	38108392	-3.03133665352955	-	0	chr5	38207700	38209700	1280	24974	1	36.3376357279101
NM_001040700	chr7	116855694	116867285	-2.86533930062052	-	0	chr7	116935250	116937250	1467	27383	1	36.3376357279101
NM_011511	chr6	142536381	142650794	-2.81165725497309	-	0	chr6	142550950	142552950	1537	26086	1	36.3376357279101
NM_173778	chr9	54386790	54392827	-2.81102356826754	+	0	chr9	54399400	54401400	1538	32152	1	36.3376357279101
NM_022657	chr6	127022919	127031426	-2.79715522278261	+	0	chr6	127080800	127082800	1554	25862	1	36.3376357279101
NM_013483	chr13	23548861	23557770	-2.69612854725691	-	0	chr13	23582900	23584900	1666	7442	1	36.3376357279101
NM_178666	chr10	28388200	28602555	-2.66686315322204	+	0	chr10	28534900	28536900	1698	509	1	36.3376357279101
NM_146713	chr4	118362107	118363055	-2.14821729388174	-	0	chr4	118211900	118213900	2291	21009	1	36.3376357279101
NM_183249	chr11	83560441	83566148	-2.06922985884346	+	0	chr11	83599800	83601800	2397	5015	1	36.3376357279101
NM_030728	chr7	91081367	91235015	-1.9122539274706	-	0	chr7	91246850	91248850	2616	29214	1	36.3376357279101
NM_010090	chr2	127161894	127164113	-1.76651871421227	+	0	chr2	127274900	127276900	2827	16773	1	36.3376357279101
NM_001024931	chr11	118351073	118770886	-1.69312391552244	-	0	chr11	118908200	118910200	2938	2438	1	36.3376357279101
NM_001024698	chr6	30491641	30514473	-1.56674247390648	+	0	chr6	30550100	30552100	3117	26277	1	36.3376357279101
NM_175938	chr13	23568931	23580726	-1.42274674962221	-	0	chr13	23582900	23584900	3316	7442	1	36.3376357279101
NM_145857	chr8	91171245	91212373	-1.20650266840182	+	0	chr8	91127650	91129650	3622	30985	1	36.3376357279101
NM_026003	chr19	26822892	26852811	-0.960435950525287	+	0	chr19	26944000	26946000	3994	15620	1	36.3376357279101
NM_178194	chr13	23675611	23712993	-0.890311142915207	-	0	chr13	23582900	23584900	4109	7442	1	36.3376357279101
NM_053182	chr3	9691897	9833630	-0.8436119948763	-	0	chr3	9715250	9717250	4182	20635	1	36.3376357279101
NM_009668	chr18	32536870	32595394	-0.733642145226959	+	0	chr18	32574500	32576500	4381	14419	1	36.3376357279101
NM_007920	chr14	79881000	79982283	1.5926152007758	+	1	chr14	79755900	79757900	4494	9724	1	36.3376357279101
NM_019874	chr4	42965965	42971604	1.6011375596182	+	1	chr4	43015600	43017600	4548	22574	1	36.3376357279101
NM_008839	chr3	32335072	32367408	1.62046093507439	+	1	chr3	32234000	32236000	4630	19931	1	36.3376357279101
NM_011656	chr3	94416680	94462728	1.62307845577306	-	1	chr3	94367600	94369600	4635	20533	1	36.3376357279101
NM_010122	chr5	31489930	31495512	1.67642343721472	-	1	chr5	31451700	31453700	4843	24828	1	36.3376357279101
NM_028017	chr18	63137569	63159104	1.68950892739929	+	1	chr18	63152400	63154400	4883	14891	1	36.3376357279101
NM_177323	chr5	23293561	23326187	1.69341318511995	+	1	chr5	23158200	23160200	4902	24720	1	36.3376357279101
NM_023524	chr7	3571925	3581486	1.71861872146966	-	1	chr7	3518500	3520500	5010	28549	1	36.3376357279101
NM_026531	chr7	86040812	86053719	1.74171101374204	+	1	chr7	86047900	86049900	5099	29020	1	36.3376357279101
NM_018765	chr14	79859743	79881075	1.74401600707489	-	1	chr14	79755900	79757900	5111	9724	1	36.3376357279101
NM_019829	chr19	8816292	8830131	1.74642034336988	+	1	chr19	8780900	8782900	5116	16452	1	36.3376357279101
NM_001111320	chr1	65205189	65233053	1.8408559356885	-	1	chr1	65218200	65220200	5496	12286	1	36.3376357279101
NM_001081162	chr2	130509843	130523255	1.85797158911763	-	1	chr2	130510300	130512300	5569	16849	1	36.3376357279101
NM_027547	chr6	65728955	65886371	1.87406730187563	+	1	chr6	65741800	65743800	5622	26714	1	36.3376357279101
NM_027547	chr6	65728955	65886371	1.87406730187563	+	1	chr6	65775400	65777400	5622	26715	1	36.3376357279101
NM_027366	chr17	35213886	35215749	1.87467957168937	+	1	chr17	35100250	35102250	5623	13352	1	36.3376357279101
NM_021790	chr13	105019467	105039697	1.89513251116778	+	1	chr13	104944100	104946100	5682	7225	1	36.3376357279101
NM_001081247	chr14	25267915	25306268	1.8998751858315	-	1	chr14	25316200	25318200	5701	8916	1	36.3376357279101
NM_009015	chr4	115769559	115796294	1.90459845131667	-	1	chr4	115743350	115745350	5726	20889	1	36.3376357279101
NM_001029868	chrX	71038695	71070308	1.91729019167526	-	1	chrX	70929800	70931800	5779	33123	1	36.3376357279101
NM_172689	chr4	40150809	40186858	1.96559792381782	-	1	chr4	40212000	40214000	5972	22519	1	36.3376357279101
NM_207635	chr14	25309902	25315368	2.01122024745058	+	1	chr14	25316200	25318200	6155	8916	1	36.3376357279101
NM_183262	chr2	129626252	129658019	2.05256225881768	+	1	chr2	129642050	129644050	6313	16835	1	36.3376357279101
NM_181548	chrX	7501401	7505733	2.05456722508229	-	1	chrX	7444500	7446500	6323	33140	1	36.3376357279101
NM_145972	chr16	44724411	44737243	2.09577000379194	+	1	chr16	44716050	44718050	6479	12218	1	36.3376357279101
NM_009932	chr8	11312828	11449286	2.09886174291932	+	1	chr8	11436500	11438500	6489	29477	1	36.3376357279101
NM_001136226	chr1	78655014	78664175	2.12777207642632	+	1	chr1	78605950	78607950	6597	14138	1	36.3376357279101
NM_001001981	chr1	78654399	78664175	2.13103254174865	+	1	chr1	78605950	78607950	6609	14138	1	36.3376357279101
NM_021315	chr19	38862617	38893727	2.15842715236163	-	1	chr19	38941200	38943200	6706	15830	1	36.3376357279101
NM_027101	chr18	31948829	31956355	2.17452896940403	+	1	chr18	32035500	32037500	6768	14412	1	36.3376357279101
NM_175277	chr6	83299477	83308386	2.18106244870937	+	1	chr6	83309600	83311600	6794	26890	1	36.3376357279101
NM_008395	chr2	154959216	155052590	2.20501967204407	+	1	chr2	154966900	154968900	6883	17180	1	36.3376357279101
NM_007829	chr17	34046442	34052534	2.21772195234606	+	1	chr17	33975100	33977100	6926	13322	1	36.3376357279101
NM_021454	chr7	4102861	4116301	2.24179952072578	-	1	chr7	4163400	4165400	7019	28672	1	36.3376357279101
NM_009931	chr8	11198422	11312826	2.25905213546528	-	1	chr8	11436500	11438500	7076	29477	1	36.3376357279101
NM_027328	chr7	3581586	3594084	2.36458288922186	+	1	chr7	3573000	3575000	7461	28583	1	36.3376357279101
NM_172591	chr13	99493361	99585404	2.37118722148423	-	1	chr13	99602450	99604450	7485	8559	1	36.3376357279101
NM_001162939	chr7	86040812	86053719	2.40111734905829	+	1	chr7	86047900	86049900	7601	29020	1	36.3376357279101
NM_019635	chr15	34805253	35085561	2.41346435233363	-	1	chr15	35094900	35096900	7645	10179	1	36.3376357279101
NM_153680	chr5	31495676	31501273	2.47271597791059	+	1	chr5	31451700	31453700	7849	24828	1	36.3376357279101
NM_134048	chr12	32171763	32184405	2.51881681253772	-	1	chr12	32329100	32331100	7998	6441	1	36.3376357279101
