gname	gchrom	gstart	gend	log.FPRM	strand	status	echrom	estart	end	gid	eid	prob	log.p.value.correct
NM_138584	chr9	65308743	65336277	2.25987694580567	+	1	chr9	65209700	65211700	7080	32534	1	41.014127070394
NM_030692	chr9	123438999	123501716	2.2619984874343	+	1	chr9	123485500	123487500	7087	31639	1	41.014127070394
NM_030133	chr17	86384004	86544515	2.26392950013021	-	1	chr17	86535000	86537000	7093	14149	1	41.014127070394
NM_030112	chr2	119500803	119561142	2.26632144341555	+	1	chr2	119533350	119535350	7098	16686	1	41.014127070394
NM_001025093	chr2	73654578	73730685	2.27675843762016	-	1	chr2	73606800	73608800	7137	18907	1	41.014127070394
NM_001025432	chr16	4084047	4213404	2.28982097715827	-	1	chr16	4085300	4087300	7193	12179	1	41.014127070394
NM_027493	chr14	30791522	30806407	2.29614439616406	+	1	chr14	30763450	30765450	7217	9040	1	41.014127070394
NM_145614	chr9	50442739	50467885	2.31804497085609	-	1	chr9	50539900	50541900	7306	32129	1	41.014127070394
NM_001093760	chr13	104932232	104968546	2.33188172494963	-	1	chr13	104944100	104946100	7357	7225	1	41.014127070394
NM_026390	chr1	130140757	130175954	2.33714109713565	+	1	chr1	130227400	130229400	7373	2869	1	41.014127070394
NM_010432	chr3	103543737	103595198	2.35824683181895	-	1	chr3	103570200	103572200	7441	19274	1	41.014127070394
NM_025668	chr7	106986078	107007393	2.36331323886345	-	1	chr7	107114150	107116150	7457	27282	1	41.014127070394
NM_001029979	chr17	56702364	56724006	2.37604928653821	-	1	chr17	56741900	56743900	7500	13729	1	41.014127070394
NM_028925	chr3	96515817	96531362	2.38045313009236	-	1	chr3	96590300	96592300	7519	20616	1	41.014127070394
NM_021280	chr2	160557045	160601496	2.38245855557721	+	1	chr2	160572950	160574950	7526	17374	1	41.014127070394
NM_001025313	chr17	34056422	34066235	2.39120933528356	+	1	chr17	33975100	33977100	7562	13322	1	41.014127070394
NM_019769	chr2	119373442	119412758	2.39340338115991	+	1	chr2	119297400	119299400	7574	16682	1	41.014127070394
NM_026724	chr3	130429748	130433226	2.41772463770501	-	1	chr3	130399700	130401700	7664	19562	1	41.014127070394
NM_001080131	chr10	90610315	90634327	2.41837503264238	-	1	chr10	90620300	90622300	7666	1585	1	41.014127070394
NM_178113	chr9	26837759	26902900	2.42990473256627	+	1	chr9	26904600	26906600	7703	31795	1	41.014127070394
NM_178113	chr9	26837759	26902900	2.42990473256627	+	1	chr9	26927800	26929800	7703	31796	1	41.014127070394
NM_145546	chr3	142428210	142446569	2.4414683886026	+	1	chr3	142422500	142424500	7736	19688	1	41.014127070394
NM_025648	chr8	87380884	87393156	2.48791877544596	+	1	chr8	87524900	87526900	7902	30915	1	41.014127070394
NM_001042421	chr5	124199734	124271602	2.50184570384492	+	1	chr5	124214500	124216500	7946	23802	1	41.014127070394
NM_007916	chr8	113498890	113521723	2.50444780499484	-	1	chr8	113406600	113408600	7954	29422	1	41.014127070394
NM_025709	chr2	34532501	34610752	2.50857434708818	-	1	chr2	34670900	34672900	7970	18478	1	41.014127070394
NM_001164406	chr18	36826841	36829965	2.5199841764007	-	1	chr18	36710400	36712400	8007	14572	1	41.014127070394
NM_009105	chr2	12998635	13192905	2.5532426389083	-	1	chr2	13137100	13139100	8098	16878	1	41.014127070394
NM_028177	chr7	129231557	129245362	2.55621129151825	-	1	chr7	129139300	129141300	8109	27642	1	41.014127070394
NM_025450	chr5	130221402	130224566	2.55924852315613	+	1	chr5	130275500	130277500	8120	23968	1	41.014127070394
NM_025450	chr5	130221402	130224566	2.55924852315613	+	1	chr5	130344300	130346300	8120	23969	1	41.014127070394
NM_011605	chr10	90623161	90634327	2.58032288457436	-	1	chr10	90620300	90622300	8193	1585	1	41.014127070394
NM_001081102	chr5	34163477	34238525	2.59291615377613	+	1	chr5	34264200	34266200	8235	24885	1	41.014127070394
NM_026406	chr3	96531533	96595078	2.59757291336121	+	1	chr3	96590300	96592300	8252	20616	1	41.014127070394
NM_001081213	chr19	29684372	29722910	2.61137776050852	-	1	chr19	29697500	29699500	8307	15657	1	41.014127070394
NM_021608	chr7	129276554	129292558	2.63342722456162	+	1	chr7	129139300	129141300	8374	27642	1	41.014127070394
NM_026119	chr14	73909855	73918352	2.6400282866553	+	1	chr14	73973700	73975700	8394	9638	1	41.014127070394
NM_028060	chr9	53619341	53665968	2.65131052310958	+	1	chr9	53640100	53642100	8424	32143	1	41.014127070394
NM_026570	chr10	116652197	116661563	2.68131600589957	-	1	chr10	116603400	116605400	8504	134	1	41.014127070394
NM_019668	chrX	34414360	34424215	2.68806515716913	+	1	chrX	34314300	34316300	8520	33051	1	41.014127070394
NM_130881	chr4	122960153	122976076	2.69564693091837	+	1	chr4	123104550	123106550	8541	21098	1	41.014127070394
NM_013551	chr9	44144430	44152311	2.69634867112787	-	1	chr9	44005600	44007600	8542	31991	1	41.014127070394
NM_172653	chr1	46864388	46910354	2.72428437754096	-	1	chr1	46919450	46921450	8631	9547	1	41.014127070394
NM_172653	chr1	46864388	46910354	2.72428437754096	-	1	chr1	46972200	46974200	8631	9551	1	41.014127070394
NM_019478	chrX	7471648	7476354	2.739949304772	-	1	chrX	7577300	7579300	8675	33149	1	41.014127070394
NM_001081176	chr13	81812835	81850012	2.74025275474221	-	1	chr13	81820100	81822100	8676	8349	1	41.014127070394
NM_133758	chr7	119167019	119254894	2.74097549861906	+	1	chr7	119252900	119254900	8681	27433	1	41.014127070394
NM_011576	chr2	84273016	84314331	2.75248805053278	-	1	chr2	84447600	84449600	8706	19001	1	41.014127070394
NM_133722	chr7	91257865	91300403	2.7556269309452	-	1	chr7	91395250	91397250	8715	29218	1	41.014127070394
NM_133672	chr10	61917590	61949553	2.78418373945851	-	1	chr10	61938000	61940000	8786	1028	1	41.014127070394
NM_016661	chr2	154885049	154900233	2.79145340980798	-	1	chr2	154966900	154968900	8810	17180	1	41.014127070394
NM_029963	chr2	127413161	127429722	2.81713178499045	+	1	chr2	127430200	127432200	8866	16774	1	41.014127070394
NM_178164	chr4	59484741	59562236	2.82444560778	-	1	chr4	59571100	59573100	8886	22869	1	41.014127070394
NM_026009	chr11	106060669	106077681	2.84173574851094	-	1	chr11	106047600	106049600	8942	1954	1	41.014127070394
NM_138589	chr7	129210711	129225713	2.84752804515425	+	1	chr7	129139300	129141300	8955	27642	1	41.014127070394
NM_025377	chr11	86922762	86936476	2.86505964790134	+	1	chr11	86782650	86784650	8997	5205	1	41.014127070394
NM_013492	chr14	66587319	66600382	2.88291065966454	+	1	chr14	66485200	66487200	9039	9486	1	41.014127070394
NM_013492	chr14	66587319	66600382	2.88291065966454	+	1	chr14	66646400	66648400	9039	9489	1	41.014127070394
NM_001163300	chr17	56724404	56745716	2.90202580711368	+	1	chr17	56741900	56743900	9086	13729	1	41.014127070394
NM_008131	chr1	155747074	155756844	2.90305761770335	+	1	chr1	155749750	155751750	9090	3859	1	41.014127070394
NM_019879	chr6	73198498	73226899	2.91365416251838	+	1	chr6	73215150	73217150	9116	26843	1	41.014127070394
NM_145958	chr6	56727518	56747807	2.91798692492914	-	1	chr6	56728050	56730050	9126	26662	1	41.014127070394
NM_029570	chr3	35653059	35755198	2.92704114225318	+	1	chr3	35662450	35664450	9157	19982	1	41.014127070394
NM_001160181	chr1	157887990	157900866	2.92738919090854	+	1	chr1	157913800	157915800	9160	3942	1	41.014127070394
NM_001005525	chr5	124178438	124199421	2.93435142837273	-	1	chr5	124214500	124216500	9173	23802	1	41.014127070394
NM_009575	chrX	55283804	55289807	2.96440155239092	+	1	chrX	55409000	55411000	9238	33108	1	41.014127070394
NM_026703	chr2	35891853	35904812	2.96837135419734	-	1	chr2	36053300	36055300	9245	18516	1	41.014127070394
NM_009113	chr3	90318681	90328503	3.00138625960819	+	1	chr3	90200200	90202200	9316	20503	1	41.014127070394
NM_023231	chr4	43040561	43044256	3.00272774806638	-	1	chr4	43015600	43017600	9320	22574	1	41.014127070394
NM_007856	chr7	151009071	151034315	3.00451360456133	+	1	chr7	150960800	150962800	9328	28105	1	41.014127070394
NM_007856	chr7	151009071	151034315	3.00451360456133	+	1	chr7	151020800	151022800	9328	28107	1	41.014127070394
NM_007508	chr16	44085516	44139132	3.0065980268643	-	1	chr16	44100300	44102300	9330	12197	1	41.014127070394
NM_144818	chr2	126929564	126959639	3.01369497392816	-	1	chr2	126933900	126935900	9347	16767	1	41.014127070394
NM_172265	chr16	20498889	20509398	3.03580358638324	+	1	chr16	20350200	20352200	9389	11694	1	41.014127070394
NM_011506	chr14	73952592	73995949	3.04784548172035	+	1	chr14	73973700	73975700	9419	9638	1	41.014127070394
NM_026757	chr11	70048709	70051416	3.04919246851581	-	1	chr11	70022000	70024000	9422	4444	1	41.014127070394
NM_021512	chr2	90517371	90576485	3.05511377006907	+	1	chr2	90547300	90549300	9437	19024	1	41.014127070394
NM_027098	chr1	37947397	37955178	3.06383007792119	+	1	chr1	37968700	37970700	9458	8334	1	41.014127070394
NM_001114977	chr9	95357312	95412415	3.09866334048968	-	1	chr9	95514500	95516500	9520	32840	1	41.014127070394
NM_019758	chr2	90687311	90706791	3.1690845597644	+	1	chr2	90547300	90549300	9653	19024	1	41.014127070394
NM_172596	chr14	21493542	21514072	3.17017705652204	+	1	chr14	21603400	21605400	9655	8855	1	41.014127070394
NM_019537	chr16	96201541	96212510	3.17946949448911	-	1	chr16	96284750	96286750	9674	12613	1	41.014127070394
NM_029409	chr1	82721492	82748964	3.19639296896614	+	1	chr1	82861550	82863550	9708	14401	1	41.014127070394
NM_173742	chr11	70051627	70053348	3.20775016358474	-	1	chr11	70022000	70024000	9731	4444	1	41.014127070394
NM_022979	chr7	109282716	109358634	3.23112450259657	-	1	chr7	109231000	109233000	9771	27333	1	41.014127070394
NM_172697	chr4	108237471	108251941	3.23651532998788	-	1	chr4	108307000	108309000	9779	20790	1	41.014127070394
NM_001080129	chr10	90610315	90634327	3.2512190963891	-	1	chr10	90620300	90622300	9811	1585	1	41.014127070394
NM_029673	chr6	71781324	71825260	3.27964349527623	+	1	chr6	71784100	71786100	9858	26773	1	41.014127070394
NM_026375	chr1	181675034	181734146	3.28890549203005	-	1	chr1	181792300	181794300	9871	4933	1	41.014127070394
NM_133937	chr6	113554765	113566945	3.30604752233915	+	1	chr6	113566500	113568500	9893	25578	1	41.014127070394
NM_021448	chr18	24762461	24797331	3.37849154412652	+	1	chr18	24670000	24672000	9998	14388	1	41.014127070394
NM_022423	chr11	58745789	58752408	3.38955318369241	-	1	chr11	58706950	58708950	10016	3982	1	41.014127070394
NM_001039351	chr19	46150352	46160020	3.44518555853287	+	1	chr19	46122200	46124200	10098	16054	1	41.014127070394
NM_013827	chr5	108494760	108538021	3.48943106688418	+	1	chr5	108524000	108526000	10154	23241	1	41.014127070394
NM_146217	chr8	113557866	113580770	3.50535917914434	+	1	chr8	113406600	113408600	10174	29422	1	41.014127070394
NM_011874	chr7	28826720	28835111	3.527260119859	-	1	chr7	28931150	28933150	10197	28406	1	41.014127070394
NM_001004140	chr8	23278623	23296291	3.61933375127246	-	1	chr8	23255800	23257800	10309	30079	1	41.014127070394
NM_028108	chr16	44139921	44163477	3.61992586756961	+	1	chr16	44100300	44102300	10310	12197	1	41.014127070394
NM_026480	chr9	78224709	78226395	3.72170959870464	-	1	chr9	78206800	78208800	10404	32761	1	41.014127070394
NM_011278	chr5	34679038	34696079	3.79236070505946	+	1	chr5	34781150	34783150	10463	24893	1	41.014127070394
NM_016682	chr7	34925715	34953548	3.87696354225231	-	1	chr7	34997900	34999900	10545	28543	1	41.014127070394
NM_010436	chr9	44142797	44144156	3.88204409495349	+	1	chr9	44005600	44007600	10550	31991	1	41.014127070394
NM_023210	chr3	95733179	95751308	3.91425451376038	+	1	chr3	95745100	95747100	10577	20590	1	41.014127070394
NM_012056	chr6	56782052	56829354	4.03805635787531	+	1	chr6	56728050	56730050	10653	26662	1	41.014127070394
NM_025947	chr2	155062268	155076013	4.05439198131894	+	1	chr2	154966900	154968900	10667	17180	1	41.014127070394
NM_033618	chr14	52780093	52816914	4.06695109727807	-	1	chr14	52701500	52703500	10676	9261	1	41.014127070394
NM_025551	chr10	93661753	93683693	4.13674291363872	+	1	chr10	93634100	93636100	10712	1641	1	41.014127070394
NM_001005859	chr3	130429754	130432222	4.14574401764104	-	1	chr3	130399700	130401700	10719	19562	1	41.014127070394
NM_009828	chr3	36463786	36470918	4.15483741065092	-	1	chr3	36379900	36381900	10726	19993	1	41.014127070394
NM_133668	chr10	90579322	90586708	4.44656359331023	-	1	chr10	90620300	90622300	10849	1585	1	41.014127070394
NM_013507	chr7	118211498	118226544	4.44717863946687	-	1	chr7	118221350	118223350	10851	27427	1	41.014127070394
NM_030068	chr9	63269427	63450255	-2.50142879176484	-	0	chr9	63381600	63383600	1872	32456	0.847457627118644	41.0076220717256
NM_008998	chr1	92854710	92866197	-1.39584381233604	-	0	chr1	92934500	92936500	3362	15649	0.847457627118644	41.0076220717256
NM_010075	chr5	27143896	28054040	-1.36731560252211	+	0	chr5	27236050	27238050	3397	24767	0.847457627118644	41.0076220717256
NM_001163269	chr6	125017937	125032489	-0.740601537317496	+	0	chr6	125011600	125013600	4364	25814	0.847457627118644	41.0076220717256
NM_001042523	chr10	82296695	82360469	1.67730775355845	+	1	chr10	82208100	82210100	4845	1441	0.847457627118644	41.0076220717256
NM_001160399	chr18	46441804	46471582	1.93318958464593	-	1	chr18	46436100	46438100	5852	14683	0.847457627118644	41.0076220717256
NM_145978	chr14	70564024	70577479	1.94797230705948	-	1	chr14	70725100	70727100	5901	9594	0.847457627118644	41.0076220717256
NM_009238	chr13	29042598	29045551	1.94984098461696	-	1	chr13	28991100	28993100	5912	7481	0.847457627118644	41.0076220717256
NM_026361	chr2	58998906	59193262	2.02102557274295	+	1	chr2	58904900	58906900	6186	18665	0.847457627118644	41.0076220717256
NM_025722	chr8	87932657	87956740	2.05159489785818	-	1	chr8	88029200	88031200	6307	30932	0.847457627118644	41.0076220717256
NM_145633	chr7	36371265	36424256	2.24691169362116	+	1	chr7	36314700	36316700	7041	28613	0.847457627118644	41.0076220717256
NM_008298	chr4	40669500	40684182	2.29882402905181	+	1	chr4	40755300	40757300	7227	22524	0.847457627118644	41.0076220717256
NM_008210	chr1	182732698	182743734	2.33873378462513	-	1	chr1	182853000	182855000	7377	4987	0.847457627118644	41.0076220717256
NM_001081132	chr2	5872514	5977749	2.45735558070071	+	1	chr2	5798000	5800000	7792	18662	0.847457627118644	41.0076220717256
NM_134007	chr10	70793241	70807597	3.08379351590873	-	1	chr10	70909200	70911200	9495	1180	0.847457627118644	41.0076220717256
NM_145478	chr15	88692623	88696156	3.14057260341091	+	1	chr15	88553400	88555400	9603	11169	0.847457627118644	41.0076220717256
NM_011565	chr7	52471122	52488989	3.39143993220617	+	1	chr7	52367250	52369250	10017	28749	0.847457627118644	41.0076220717256
NM_026542	chr11	102264296	102268831	3.83078475003883	-	1	chr11	102200400	102202400	10505	1854	0.847457627118644	41.0076220717256
NM_021381	chr6	87528585	87540695	-4.1079284062965	-	0	chr6	87501200	87503200	354	26995	0.88135593220339	41.0066658974986
NM_173775	chr6	90353731	90378474	-2.96195906344707	-	0	chr6	90384550	90386550	1345	27064	0.88135593220339	41.0066658974986
NM_026183	chr11	61156901	61191577	-2.76465864855434	-	0	chr11	61261150	61263150	1588	4127	0.88135593220339	41.0066658974986
NM_001034858	chr10	41634796	41738188	-2.39718702366601	-	0	chr10	41791300	41793300	1991	638	0.88135593220339	41.0066658974986
NM_175235	chr9	59426143	59455099	-2.30237511504096	+	0	chr9	59308700	59310700	2117	32330	0.88135593220339	41.0066658974986
NM_027902	chr15	78270096	78299064	-1.65752057694045	-	0	chr15	78345050	78347050	2987	10757	0.88135593220339	41.0066658974986
NM_001033367	chr17	74825634	74858448	-1.60066153772461	-	0	chr17	74861150	74863150	3071	13948	0.88135593220339	41.0066658974986
NM_007514	chr8	41947720	42007424	-1.34098453201086	+	0	chr8	42046500	42048500	3436	30389	0.88135593220339	41.0066658974986
NM_025874	chr17	56251023	56256971	-1.2538390472605	-	0	chr17	56389500	56391500	3565	13716	0.88135593220339	41.0066658974986
NM_198410	chr3	88168510	88172463	-1.16266772650921	+	0	chr3	88024450	88026450	3688	20402	0.88135593220339	41.0066658974986
NM_170755	chr1	75139359	75144483	1.59574255772502	+	1	chr1	75072600	75074600	4513	13652	0.88135593220339	41.0066658974986
NM_053187	chr10	52056887	52101881	1.59774177855326	-	1	chr10	51982300	51984300	4523	765	0.88135593220339	41.0066658974986
NM_201406	chr11	78141923	78156278	1.74111508705844	+	1	chr11	78259900	78261900	5092	4798	0.88135593220339	41.0066658974986
NM_130892	chr10	43621612	43667668	1.92241046749684	+	1	chr10	43658150	43660150	5799	717	0.88135593220339	41.0066658974986
NM_011676	chr11	78157023	78162658	1.92649576067037	+	1	chr11	78130400	78132400	5819	4789	0.88135593220339	41.0066658974986
NM_010441	chr10	119798330	119913991	2.04005991558076	-	1	chr10	119775600	119777600	6263	188	0.88135593220339	41.0066658974986
NM_026160	chr8	124114367	124121947	2.30039569801703	+	1	chr8	123997600	123999600	7238	29699	0.88135593220339	41.0066658974986
NM_010756	chr11	120489666	120494861	2.35399088105395	-	1	chr11	120569800	120571800	7424	2530	0.88135593220339	41.0066658974986
NM_010112	chr14	55535379	55545625	2.38346437371967	-	1	chr14	55538100	55540100	7530	9289	0.88135593220339	41.0066658974986
NM_017407	chr11	78115092	78135955	2.61166410937884	+	1	chr11	78130400	78132400	8310	4789	0.88135593220339	41.0066658974986
NM_019737	chr18	20843099	20904905	2.66134985174785	-	1	chr18	20886000	20888000	8454	14341	0.88135593220339	41.0066658974986
NM_178078	chr8	98243350	98331366	2.70614171443286	-	1	chr8	98364500	98366500	8580	31119	0.88135593220339	41.0066658974986
NM_183225	chr4	105988817	106113932	2.73146720370002	+	1	chr4	106018500	106020500	8654	20713	0.88135593220339	41.0066658974986
NM_009423	chr11	77971924	77979052	2.83154725101133	-	1	chr11	77958600	77960600	8907	4787	0.88135593220339	41.0066658974986
NM_019793	chr9	55983691	56008877	3.24413023084263	-	1	chr9	56041750	56043750	9796	32197	0.88135593220339	41.0066658974986
NM_008033	chr8	27109193	27126073	3.32672883168755	-	1	chr8	27272000	27274000	9922	30190	0.88135593220339	41.0066658974986
NM_194054	chr11	29592897	29644414	3.58807244438324	+	1	chr11	29613300	29615300	10271	2841	0.88135593220339	41.0066658974986
NM_016852	chr11	115939886	115948278	3.81008994267058	-	1	chr11	115826000	115828000	10484	2225	0.88135593220339	41.0066658974986
NM_028859	chr11	88107544	88108762	-2.39883061008995	+	0	chr11	88120700	88122700	1987	5259	0.745762711864407	40.8649869668887
NM_145520	chr2	29631630	29643191	1.5936560310945	-	1	chr2	29592650	29594650	4500	18216	0.745762711864407	40.8649869668887
NM_007513	chr5	149138985	149211480	1.64433003999412	-	1	chr5	149277950	149279950	4718	24582	0.745762711864407	40.8649869668887
NM_021314	chr7	137836069	137908298	1.73563698921156	+	1	chr7	137904800	137906800	5076	27824	0.745762711864407	40.8649869668887
NM_018747	chr10	24888895	25018969	1.81287659167393	-	1	chr10	25130500	25132500	5386	487	0.745762711864407	40.8649869668887
NM_019965	chr10	59342338	59360764	2.04542446609014	+	1	chr10	59437300	59439300	6285	837	0.745762711864407	40.8649869668887
NM_011600	chr19	14522561	14672473	2.40897907444209	-	1	chr19	14728700	14730700	7627	15447	0.745762711864407	40.8649869668887
NM_029083	chr10	59412422	59414518	3.9086152054681	-	1	chr10	59437300	59439300	10570	837	0.745762711864407	40.8649869668887
NM_153074	chr8	73140742	73144749	-3.13614442727074	+	0	chr8	73086000	73088000	1150	30667	0.76271186440678	40.8306172304931
NM_026648	chr8	122099134	122122354	-2.72163860673137	+	0	chr8	121988900	121990900	1633	29602	0.76271186440678	40.8306172304931
NM_026648	chr8	122099134	122122354	-2.72163860673137	+	0	chr8	122143650	122145650	1633	29615	0.76271186440678	40.8306172304931
NM_008916	chr11	75444521	75462367	1.58081207484566	+	1	chr11	75434100	75436100	4451	4660	0.76271186440678	40.8306172304931
NM_022328	chr17	57032033	57074811	1.63739154358241	-	1	chr17	56978900	56980900	4691	13739	0.76271186440678	40.8306172304931
NM_139302	chr2	30200328	30214751	1.70750066407067	-	1	chr2	30190000	30192000	4962	18245	0.76271186440678	40.8306172304931
NM_198298	chr11	107409273	107548257	2.62829245282389	+	1	chr11	107471100	107473100	8358	2038	0.76271186440678	40.8306172304931
NM_010902	chr2	75513575	75542698	3.29689556464436	-	1	chr2	75618000	75620000	9877	18930	0.76271186440678	40.8306172304931
NM_008628	chr17	88071896	88123053	4.26375676178148	+	1	chr17	88075150	88077150	10783	14206	0.76271186440678	40.8306172304931
NM_032004	chr8	72426113	72427417	-3.12810319692635	+	0	chr8	72536700	72538700	1160	30640	0.830508474576271	40.7804481515904
NM_001122643	chr7	130422662	130513429	-2.29673225431881	-	0	chr7	130395200	130397200	2126	27663	0.830508474576271	40.7804481515904
NM_024208	chr2	6109510	6134040	-1.69743886980602	-	0	chr2	5985100	5987100	2925	18712	0.830508474576271	40.7804481515904
NM_008404	chr10	76993092	77028419	-1.69512108097414	+	0	chr10	77034300	77036300	2934	1286	0.830508474576271	40.7804481515904
NM_027161	chr4	154843223	154844805	-1.57924338997538	+	0	chr4	154698250	154700250	3101	22419	0.830508474576271	40.7804481515904
NM_027496	chr15	31221236	31297514	-1.57426866462481	-	0	chr15	31254950	31256950	3108	10135	0.830508474576271	40.7804481515904
NM_001033163	chr17	32320714	32326408	-1.47429531849181	-	0	chr17	32431950	32433950	3244	13304	0.830508474576271	40.7804481515904
NM_001037923	chr3	65470156	65490101	-0.837280865089492	+	0	chr3	65321100	65323100	4193	20182	0.830508474576271	40.7804481515904
NM_198417	chr7	28459679	28491501	-0.7669788831873	+	0	chr7	28382200	28384200	4329	28395	0.830508474576271	40.7804481515904
NM_026995	chr8	11497601	11513284	1.73136169667938	+	1	chr8	11638850	11640850	5058	29503	0.830508474576271	40.7804481515904
NM_183148	chr4	139131050	139176297	1.75091143270204	+	1	chr4	139036500	139038500	5134	21854	0.830508474576271	40.7804481515904
NM_144893	chr2	165102055	165113327	1.77303865655936	-	1	chr2	165046950	165048950	5231	17485	0.830508474576271	40.7804481515904
NM_009427	chr11	94072767	94076806	1.77603481568269	+	1	chr11	94022900	94024900	5244	5459	0.830508474576271	40.7804481515904
NM_133708	chr1	75432517	75439751	1.82293670220408	+	1	chr1	75578600	75580600	5422	13698	0.830508474576271	40.7804481515904
NM_033080	chr7	36332203	36340947	1.93666324217006	-	1	chr7	36314700	36316700	5860	28613	0.830508474576271	40.7804481515904
NM_011368	chr3	89222472	89233949	1.96410504206203	+	1	chr3	89186100	89188100	5963	20444	0.830508474576271	40.7804481515904
NM_173382	chr3	53267738	53285677	2.05027402537596	+	1	chr3	53415500	53417500	6299	20109	0.830508474576271	40.7804481515904
NM_030018	chr16	91574752	91597925	2.17329270308882	-	1	chr16	91630250	91632250	6760	12473	0.830508474576271	40.7804481515904
NM_028455	chr15	84550508	84602636	2.22584982636893	+	1	chr15	84532200	84534200	6941	11072	0.830508474576271	40.7804481515904
NM_011950	chr17	28906261	28915649	2.43335893707394	+	1	chr17	28917700	28919700	7714	13068	0.830508474576271	40.7804481515904
NM_023041	chr1	174056885	174066628	2.60505725091846	+	1	chr1	174123500	174125500	8284	4582	0.830508474576271	40.7804481515904
NM_022653	chr10	80532827	80545105	2.62939652827295	+	1	chr10	80545100	80547100	8363	1408	0.830508474576271	40.7804481515904
NM_023168	chr15	76077236	76080334	2.70341279828546	+	1	chr15	75962800	75964800	8563	10659	0.830508474576271	40.7804481515904
NM_001033274	chr15	88517464	88564649	2.97477417896251	-	1	chr15	88514600	88516600	9255	11164	0.830508474576271	40.7804481515904
NM_153798	chr5	77739508	77778352	3.35979188360348	+	1	chr5	77702900	77704900	9972	25342	0.830508474576271	40.7804481515904
NM_021901	chr19	45225204	45231432	-3.6023091743934	+	0	chr19	45220600	45222600	717	16025	0.898305084745763	40.7185991578668
NM_145210	chr5	121236320	121245539	-3.24911598418076	-	0	chr5	121169650	121171650	1037	23677	0.898305084745763	40.7185991578668
NM_175631	chr2	171861835	171868966	-3.23088261879282	-	0	chr2	171883800	171885800	1057	17802	0.898305084745763	40.7185991578668
NM_007675	chr7	25562222	25569672	-2.75366020235439	+	0	chr7	25662100	25664100	1601	28313	0.898305084745763	40.7185991578668
NM_010856	chr14	55560757	55585444	-2.71580468958283	-	0	chr14	55568300	55570300	1641	9291	0.898305084745763	40.7185991578668
NM_001001446	chr19	44079511	44103737	-2.47113866496295	-	0	chr19	44080950	44082950	1904	15983	0.898305084745763	40.7185991578668
NM_016933	chr19	4154645	4156710	-2.03438404955672	+	0	chr19	4219550	4221550	2452	15912	0.898305084745763	40.7185991578668
NM_027878	chr10	87785548	87819820	-1.72965829099895	-	0	chr10	87851800	87853800	2874	1558	0.898305084745763	40.7185991578668
NM_027878	chr10	87785548	87819820	-1.72965829099895	-	0	chr10	87957150	87959150	2874	1560	0.898305084745763	40.7185991578668
NM_020498	chr15	74810241	74813860	-1.51291483212743	-	0	chr15	74915700	74917700	3188	10631	0.898305084745763	40.7185991578668
NM_177773	chr18	34739499	34757122	-1.45169085020673	-	0	chr18	34712400	34714400	3272	14477	0.898305084745763	40.7185991578668
NM_001163175	chr12	110270392	110306427	-1.32713528327683	-	0	chr12	110275900	110277900	3460	6081	0.898305084745763	40.7185991578668
NM_033268	chr13	12361693	12432999	-1.01224011592599	-	0	chr13	12386600	12388600	3923	7375	0.898305084745763	40.7185991578668
NM_178114	chr15	97074504	97077718	-0.910159565943915	-	0	chr15	97175300	97177300	4064	11337	0.898305084745763	40.7185991578668
NM_145443	chr12	70791422	70825861	1.64346052344847	-	1	chr12	70928200	70930200	4715	6686	0.898305084745763	40.7185991578668
NM_001114087	chr13	55608133	55614800	1.64658917806489	-	1	chr13	55561400	55563400	4727	7973	0.898305084745763	40.7185991578668
NM_173741	chr17	25960571	25965675	1.69118009825315	+	1	chr17	26022500	26024500	4891	12863	0.898305084745763	40.7185991578668
NM_001163622	chr17	85462818	85489607	1.69914515231771	-	1	chr17	85416600	85418600	4933	14122	0.898305084745763	40.7185991578668
NM_029571	chr4	108520461	108522017	1.81060902811971	+	1	chr4	108515200	108517200	5377	20801	0.898305084745763	40.7185991578668
NM_001081373	chr9	45575028	45636721	1.84361477232579	-	1	chr9	45586700	45588700	5507	32034	0.898305084745763	40.7185991578668
NM_026131	chr13	55608133	55614800	1.96981917946401	-	1	chr13	55561400	55563400	5991	7973	0.898305084745763	40.7185991578668
NM_133761	chr14	31292750	31340242	1.97475302240408	+	1	chr14	31367800	31369800	6009	9052	0.898305084745763	40.7185991578668
NM_009657	chr11	78137699	78140262	2.10763047403909	+	1	chr11	78213500	78215500	6528	4795	0.898305084745763	40.7185991578668
NM_177658	chr2	158235588	158324989	2.20252605519151	+	1	chr2	158194750	158196750	6874	17336	0.898305084745763	40.7185991578668
NM_010171	chr3	121426454	121437970	2.27518306324571	+	1	chr3	121496500	121498500	7127	19448	0.898305084745763	40.7185991578668
NM_027475	chr14	21139080	21167343	2.4288300035676	-	1	chr14	21020700	21022700	7698	8841	0.898305084745763	40.7185991578668
NM_001081415	chr8	86521570	86524285	2.62039134181388	+	1	chr8	86442000	86444000	8326	30872	0.898305084745763	40.7185991578668
NM_010898	chr11	4665850	4749530	2.63381504137331	-	1	chr11	4700800	4702800	8376	3533	0.898305084745763	40.7185991578668
NM_009498	chr4	150421413	150432062	2.87096805102065	-	1	chr4	150512550	150514550	9011	22271	0.898305084745763	40.7185991578668
NM_008698	chr11	4774005	4794203	3.07906648136963	+	1	chr11	4700800	4702800	9486	3533	0.898305084745763	40.7185991578668
